data,produto,vendas,preco_unitario
2024-03-06,Celular,12,2283
2024-03-06,Celular,6,1556
2024-03-06,Película,5,33
2024-03-06,Capinha,15,73
2024-03-06,Carregador,13,113
2024-03-06,Película,19,47
2024-03-06,Capinha,7,57
2024-03-07,Capinha,19,93
2024-03-07,Fone,14,210
2024-03-07,Celular,5,2891
2024-03-07,Capinha,4,71
2024-03-07,Cabo USB,8,30
2024-03-07,Película,11,49
2024-03-07,Película,15,18
2024-03-07,Carregador,14,118
2024-03-07,Fone,10,118
2024-03-07,Capinha,12,88
2024-03-07,Capinha,17,44
2024-03-07,Capinha,13,95
2024-03-07,Carregador,9,122
2024-03-07,Película,15,19
2024-03-07,Carregador,10,137
2024-03-07,Fone,10,76
2024-03-07,Película,2,17
2024-03-07,Carregador,5,47
2024-03-07,Fone,13,219
2024-03-07,Película,4,25
2024-03-07,Fone,10,237
2024-03-07,Película,17,22
2024-03-08,Capinha,10,82
2024-03-08,Fone,6,156
2024-03-08,Celular,13,1036
2024-03-08,Película,16,18
2024-03-08,Celular,17,2570
2024-03-08,Película,12,40
2024-03-08,Fone,16,231
2024-03-08,Celular,12,1865
2024-03-08,Cabo USB,18,23
2024-03-08,Capinha,6,77
2024-03-08,Fone,4,246
2024-03-08,Capinha,13,75
2024-03-08,Capinha,17,84
2024-03-09,Celular,4,1762
2024-03-09,Celular,4,2859
2024-03-09,Celular,3,1920
2024-03-09,Carregador,17,122
2024-03-09,Carregador,13,119
2024-03-09,Caixa de Som,2,478
2024-03-09,Película,4,19
2024-03-09,Fone,12,86
2024-03-09,Celular,16,2795
2024-03-09,Celular,19,1038
2024-03-09,Fone,13,50
2024-03-09,Capinha,15,22
2024-03-09,Celular,3,1988
2024-03-09,Celular,1,1682
2024-03-09,Capinha,19,66
2024-03-09,Capinha,10,33
2024-03-09,Cabo USB,5,25
2024-03-10,Película,15,30
2024-03-10,Capinha,4,46
2024-03-10,Celular,16,2253
2024-03-10,Celular,7,2915
2024-03-10,Carregador,12,109
2024-03-10,Caixa de Som,15,472
2024-03-10,Fone,18,87
2024-03-10,Capinha,2,84
2024-03-10,Celular,13,1030
2024-03-10,Celular,8,2968
2024-03-10,Cabo USB,12,72
2024-03-10,Carregador,17,83
2024-03-11,Capinha,4,59
2024-03-11,Capinha,11,56
2024-03-11,Celular,6,2236
2024-03-11,Caixa de Som,11,408
2024-03-11,Celular,16,2299
2024-03-11,Fone,8,190
2024-03-11,Fone,2,156
2024-03-11,Celular,11,2179
2024-03-11,Carregador,4,75
2024-03-11,Película,4,38
2024-03-11,Relógio Smart,17,1497
2024-03-11,Fone,16,150
2024-03-11,Cabo USB,17,61
2024-03-11,Película,5,20
2024-03-11,Capinha,10,61
2024-03-11,Capinha,19,21
2024-03-12,Cabo USB,8,65
2024-03-12,Fone,14,128
2024-03-12,Celular,2,2698
2024-03-12,Película,19,19
2024-03-12,Fone,13,169
2024-03-12,Carregador,9,47
2024-03-12,Carregador,10,51
2024-03-12,Cabo USB,5,63
2024-03-12,Celular,17,1277
2024-03-13,Celular,16,1479
2024-03-13,Fone,5,66
2024-03-13,Capinha,3,58
2024-03-13,Carregador,15,41
2024-03-13,Capinha,1,66
2024-03-13,Capinha,2,30
2024-03-13,Fone,6,235
2024-03-13,Fone,16,181
2024-03-13,Capinha,12,72
2024-03-13,Celular,16,2937
2024-03-13,Celular,19,1598
2024-03-13,Carregador,14,116
2024-03-13,Capinha,15,61
2024-03-13,Película,10,11
2024-03-13,Fone,3,163
2024-03-13,Celular,6,2219
2024-03-13,Capinha,5,90
2024-03-13,Celular,7,1468
2024-03-13,Celular,15,2618
2024-03-14,Capinha,8,63
2024-03-14,Cabo USB,18,52
2024-03-14,Celular,13,1810
2024-03-14,Fone,18,161
2024-03-14,Caixa de Som,17,179
2024-03-14,Capinha,7,58
2024-03-14,Fone,9,180
2024-03-14,Fone,10,192
2024-03-14,Capinha,11,92
2024-03-14,Capinha,4,69
2024-03-15,Celular,8,1265
2024-03-15,Capinha,9,21
2024-03-15,Cabo USB,13,67
2024-03-15,Capinha,13,95
2024-03-15,Capinha,1,60
2024-03-15,Carregador,8,125
2024-03-15,Fone,6,103
2024-03-15,Relógio Smart,8,1314
2024-03-15,Caixa de Som,16,437
2024-03-15,Película,1,45
2024-03-15,Celular,1,2754
2024-03-15,Carregador,4,74
2024-03-16,Celular,5,2421
2024-03-16,Capinha,19,60
2024-03-16,Fone,4,235
2024-03-16,Capinha,3,97
2024-03-16,Cabo USB,11,40
2024-03-16,Película,7,22
2024-03-16,Cabo USB,1,51
2024-03-16,Celular,17,1084
2024-03-16,Celular,15,1090
2024-03-16,Cabo USB,13,16
2024-03-16,Fone,9,138
2024-03-16,Fone,11,175
2024-03-16,Fone,9,231
2024-03-17,Película,15,27
2024-03-17,Celular,4,1191
2024-03-17,Celular,5,2325
2024-03-17,Celular,19,1777
2024-03-17,Fone,9,110
2024-03-17,Fone,10,234
2024-03-17,Celular,12,2015
2024-03-17,Cabo USB,5,59
2024-03-17,Celular,19,2443
2024-03-17,Relógio Smart,11,395
2024-03-17,Celular,19,1975
2024-03-17,Capinha,3,89
2024-03-17,Película,15,44
2024-03-17,Celular,5,1889
2024-03-17,Celular,15,1819
2024-03-17,Celular,9,1320
2024-03-17,Carregador,10,107
2024-03-17,Película,2,11
2024-03-17,Carregador,15,55
2024-03-17,Cabo USB,18,66
2024-03-17,Relógio Smart,4,960
2024-03-17,Película,1,33
2024-03-17,Fone,2,257
2024-03-18,Celular,9,2116
2024-03-18,Relógio Smart,14,602
2024-03-18,Cabo USB,4,44
2024-03-18,Fone,4,125
2024-03-18,Fone,9,131
2024-03-18,Capinha,17,88
2024-03-18,Capinha,10,79
2024-03-18,Capinha,14,78
2024-03-18,Cabo USB,15,24
2024-03-18,Cabo USB,13,29
2024-03-18,Película,18,24
2024-03-18,Película,13,43
2024-03-18,Película,4,23
2024-03-18,Cabo USB,4,22
2024-03-18,Relógio Smart,15,1431
2024-03-18,Carregador,9,110
2024-03-18,Capinha,4,34
2024-03-18,Celular,5,2138
2024-03-19,Celular,8,2594
2024-03-19,Fone,15,164
2024-03-19,Celular,17,1257
2024-03-19,Capinha,9,50
2024-03-19,Capinha,13,43
2024-03-19,Celular,3,1527
2024-03-19,Relógio Smart,16,418
2024-03-19,Celular,5,1544
2024-03-19,Capinha,10,70
2024-03-19,Celular,16,1372
2024-03-19,Cabo USB,18,66
2024-03-19,Película,5,46
2024-03-20,Capinha,16,97
2024-03-20,Fone,8,277
2024-03-20,Fone,15,231
2024-03-20,Película,6,49
2024-03-20,Película,15,48
2024-03-20,Celular,14,1466
2024-03-20,Celular,6,1421
2024-03-20,Celular,10,2921
2024-03-20,Cabo USB,8,31
2024-03-20,Fone,13,91
2024-03-20,Carregador,4,40
2024-03-20,Fone,2,276
2024-03-20,Película,18,35
2024-03-20,Capinha,14,29
2024-03-21,Celular,18,1140
2024-03-21,Celular,8,2439
2024-03-21,Celular,2,2475
2024-03-21,Celular,7,1773
2024-03-21,Carregador,8,129
2024-03-21,Celular,3,2280
2024-03-21,Cabo USB,5,65
2024-03-21,Capinha,19,33
2024-03-21,Cabo USB,15,51
2024-03-21,Celular,7,1343
2024-03-21,Fone,19,215
2024-03-21,Celular,4,2827
2024-03-22,Capinha,18,32
2024-03-22,Caixa de Som,4,319
2024-03-22,Cabo USB,16,69
2024-03-22,Capinha,13,69
2024-03-22,Película,4,11
2024-03-22,Película,18,33
2024-03-22,Cabo USB,18,70
2024-03-22,Celular,7,2289
2024-03-23,Cabo USB,18,34
2024-03-23,Celular,4,1909
2024-03-23,Caixa de Som,8,266
2024-03-23,Celular,1,1845
2024-03-23,Capinha,4,48
2024-03-23,Carregador,10,63
2024-03-23,Película,7,23
2024-03-23,Capinha,16,23
2024-03-23,Fone,18,91
2024-03-23,Capinha,5,27
2024-03-23,Fone,5,227
2024-03-23,Caixa de Som,11,269
2024-03-23,Cabo USB,1,40
2024-03-23,Relógio Smart,13,1372
2024-03-23,Fone,17,151
2024-03-23,Celular,15,2520
2024-03-23,Fone,8,177
2024-03-24,Cabo USB,11,51
2024-03-24,Capinha,17,55
2024-03-24,Capinha,3,96
2024-03-24,Cabo USB,7,49
2024-03-24,Carregador,13,90
2024-03-24,Caixa de Som,15,283
2024-03-24,Caixa de Som,11,557
2024-03-25,Celular,10,2272
2024-03-25,Celular,9,1610
2024-03-25,Caixa de Som,13,350
2024-03-25,Capinha,10,22
2024-03-25,Capinha,7,52
2024-03-25,Carregador,17,130
2024-03-25,Celular,9,1789
2024-03-25,Carregador,14,115
2024-03-25,Película,19,10
2024-03-25,Película,9,30
2024-03-25,Celular,9,1254
2024-03-25,Fone,4,281
2024-03-26,Carregador,7,131
2024-03-26,Capinha,17,82
2024-03-26,Película,2,41
2024-03-26,Capinha,6,66
2024-03-26,Carregador,12,112
2024-03-26,Fone,17,108
2024-03-26,Carregador,14,78
2024-03-26,Capinha,19,61
2024-03-26,Carregador,12,148
2024-03-26,Cabo USB,15,42
2024-03-26,Relógio Smart,13,300
2024-03-26,Cabo USB,3,33
2024-03-27,Relógio Smart,7,441
2024-03-27,Celular,7,2524
2024-03-27,Celular,12,1493
2024-03-27,Carregador,16,43
2024-03-27,Celular,14,1311
2024-03-27,Cabo USB,17,19
2024-03-27,Fone,7,95
2024-03-27,Carregador,1,56
2024-03-27,Fone,6,88
2024-03-27,Celular,14,2583
2024-03-27,Carregador,18,65
2024-03-27,Carregador,4,148
2024-03-27,Relógio Smart,11,311
2024-03-27,Carregador,4,149
2024-03-27,Cabo USB,16,31
2024-03-28,Cabo USB,11,17
2024-03-28,Celular,17,1223
2024-03-28,Cabo USB,10,55
2024-03-28,Capinha,8,96
2024-03-28,Celular,16,2484
2024-03-28,Fone,14,277
2024-03-28,Cabo USB,12,44
2024-03-28,Película,17,35
2024-03-28,Cabo USB,2,41
2024-03-28,Carregador,1,62
2024-03-28,Celular,16,2417
2024-03-28,Celular,6,1618
2024-03-28,Película,12,44
2024-03-28,Fone,13,219
2024-03-28,Celular,2,1215
2024-03-28,Caixa de Som,15,366
2024-03-28,Celular,3,2546
2024-03-28,Relógio Smart,11,1049
2024-03-28,Fone,3,225
2024-03-28,Película,9,42
2024-03-28,Celular,17,2402
2024-03-29,Capinha,12,30
2024-03-29,Fone,13,84
2024-03-29,Capinha,7,25
2024-03-29,Celular,13,2177
2024-03-29,Película,13,14
2024-03-29,Celular,8,1763
2024-03-29,Fone,15,273
2024-03-29,Película,13,22
2024-03-29,Relógio Smart,19,438
2024-03-29,Capinha,12,57
2024-03-29,Película,1,20
2024-03-29,Fone,11,53
2024-03-29,Carregador,11,72
2024-03-29,Carregador,18,149
2024-03-29,Cabo USB,3,78
2024-03-29,Celular,14,1880
2024-03-29,Película,11,32
2024-03-29,Carregador,10,109
2024-03-29,Celular,3,2139
2024-03-29,Capinha,15,36
2024-03-29,Película,10,37
2024-03-29,Cabo USB,7,45
2024-03-29,Cabo USB,18,52
2024-03-30,Cabo USB,8,19
2024-03-30,Capinha,11,65
2024-03-30,Película,10,47
2024-03-30,Fone,7,120
2024-03-30,Capinha,8,95
2024-03-30,Fone,14,90
2024-03-30,Capinha,19,96
2024-03-30,Capinha,13,68
2024-03-30,Película,18,37
2024-03-30,Cabo USB,3,78
2024-03-30,Película,15,15
2024-03-30,Caixa de Som,15,111
2024-03-31,Cabo USB,2,62
2024-03-31,Carregador,7,107
2024-03-31,Película,7,40
2024-03-31,Carregador,19,87
2024-03-31,Relógio Smart,19,778
2024-03-31,Capinha,12,31
2024-03-31,Relógio Smart,13,1492
2024-03-31,Cabo USB,17,61
2024-03-31,Fone,16,299
2024-03-31,Celular,5,2888
2024-04-01,Película,12,17
2024-04-01,Celular,2,2299
2024-04-01,Capinha,15,26
2024-04-01,Capinha,13,86
2024-04-01,Celular,12,2538
2024-04-01,Celular,5,1652
2024-04-01,Capinha,8,94
2024-04-01,Carregador,12,64
2024-04-01,Celular,17,2312
2024-04-01,Cabo USB,16,70
2024-04-01,Celular,13,2997
2024-04-02,Fone,4,172
2024-04-02,Cabo USB,17,39
2024-04-02,Celular,7,1891
2024-04-02,Relógio Smart,9,1483
2024-04-02,Fone,14,229
2024-04-02,Capinha,7,44
2024-04-02,Fone,5,218
2024-04-02,Película,10,10
2024-04-02,Película,7,25
2024-04-02,Capinha,1,93
2024-04-03,Fone,10,146
2024-04-03,Película,6,22
2024-04-03,Celular,5,1089
2024-04-03,Fone,10,291
2024-04-03,Capinha,10,42
2024-04-03,Fone,3,70
2024-04-03,Carregador,18,75
2024-04-03,Fone,8,229
2024-04-03,Relógio Smart,16,659
2024-04-03,Capinha,4,44
2024-04-03,Capinha,16,34
2024-04-03,Fone,17,298
2024-04-04,Carregador,12,123
2024-04-04,Capinha,16,75
2024-04-04,Caixa de Som,15,310
2024-04-04,Cabo USB,3,46
2024-04-04,Película,12,28
2024-04-04,Cabo USB,14,72
2024-04-04,Capinha,16,72
2024-04-04,Capinha,14,91
2024-04-04,Cabo USB,9,67
2024-04-04,Película,12,38
2024-04-05,Capinha,2,77
2024-04-05,Celular,5,1646
2024-04-05,Película,16,30
2024-04-05,Celular,17,2813
2024-04-05,Capinha,4,78
2024-04-05,Película,4,35
2024-04-05,Capinha,14,44
2024-04-05,Celular,11,1855
2024-04-05,Película,9,18
2024-04-05,Celular,10,2100
2024-04-05,Celular,4,1578
2024-04-05,Película,13,18
2024-04-06,Celular,8,2192
2024-04-06,Relógio Smart,17,1171
2024-04-06,Celular,7,1344
2024-04-06,Celular,14,1812
2024-04-06,Relógio Smart,10,218
2024-04-06,Cabo USB,8,47
2024-04-06,Cabo USB,12,18
2024-04-06,Fone,14,62
2024-04-06,Capinha,13,68
2024-04-06,Fone,17,258
2024-04-06,Fone,1,298
2024-04-06,Cabo USB,16,18
2024-04-06,Cabo USB,1,66
2024-04-06,Cabo USB,13,44
2024-04-06,Capinha,4,99
2024-04-06,Fone,6,237
2024-04-06,Fone,15,122
2024-04-06,Película,19,29
2024-04-06,Capinha,17,68
2024-04-07,Celular,12,2778
2024-04-07,Capinha,7,31
2024-04-07,Película,4,20
2024-04-07,Relógio Smart,18,1288
2024-04-07,Película,7,21
2024-04-07,Celular,15,2738
2024-04-07,Celular,18,1302
2024-04-07,Cabo USB,5,30
2024-04-07,Fone,11,272
2024-04-07,Película,12,35
2024-04-07,Película,12,40
2024-04-07,Capinha,5,48
2024-04-07,Fone,3,129
2024-04-07,Capinha,4,93
2024-04-08,Caixa de Som,5,583
2024-04-08,Película,2,24
2024-04-08,Carregador,9,66
2024-04-08,Cabo USB,10,77
2024-04-08,Celular,1,2784
2024-04-08,Capinha,13,52
2024-04-08,Cabo USB,5,53
2024-04-08,Capinha,9,72
2024-04-09,Celular,13,2713
2024-04-09,Capinha,7,81
2024-04-09,Capinha,9,45
2024-04-09,Capinha,7,50
2024-04-09,Caixa de Som,2,260
2024-04-09,Fone,16,155
2024-04-09,Carregador,5,86
2024-04-09,Fone,13,71
2024-04-09,Celular,14,1993
2024-04-09,Celular,14,2808
2024-04-10,Cabo USB,19,78
2024-04-10,Celular,15,1971
2024-04-10,Cabo USB,7,55
2024-04-10,Capinha,10,43
2024-04-10,Celular,2,1976
2024-04-10,Fone,18,178
2024-04-10,Fone,9,271
2024-04-10,Celular,1,2584
2024-04-10,Celular,7,2135
2024-04-10,Caixa de Som,15,347
2024-04-11,Celular,17,1925
2024-04-11,Celular,8,1805
2024-04-11,Carregador,16,91
2024-04-11,Capinha,19,94
2024-04-11,Relógio Smart,2,909
2024-04-11,Cabo USB,18,27
2024-04-11,Cabo USB,4,78
2024-04-11,Carregador,16,56
2024-04-11,Cabo USB,12,70
2024-04-11,Carregador,9,62
2024-04-11,Capinha,15,45
2024-04-11,Capinha,1,91
2024-04-11,Carregador,5,45
2024-04-11,Cabo USB,17,17
2024-04-11,Fone,3,176
2024-04-12,Celular,3,1491
2024-04-12,Cabo USB,17,67
2024-04-12,Película,6,47
2024-04-12,Película,5,41
2024-04-12,Capinha,15,32
2024-04-12,Carregador,6,101
2024-04-12,Carregador,9,70
2024-04-12,Capinha,1,90
2024-04-12,Celular,12,1834
2024-04-12,Caixa de Som,6,319
2024-04-12,Película,8,23
2024-04-12,Cabo USB,5,22
2024-04-12,Celular,3,2315
2024-04-12,Capinha,8,62
2024-04-12,Fone,12,87
2024-04-12,Carregador,17,103
2024-04-12,Cabo USB,1,15
2024-04-13,Caixa de Som,6,486
2024-04-13,Celular,7,1094
2024-04-13,Capinha,12,81
2024-04-13,Celular,13,1960
2024-04-13,Cabo USB,12,67
2024-04-13,Celular,5,2415
2024-04-13,Carregador,9,90
2024-04-13,Celular,8,2554
2024-04-13,Relógio Smart,4,355
2024-04-13,Fone,1,214
2024-04-14,Capinha,7,76
2024-04-14,Relógio Smart,9,224
2024-04-14,Celular,9,1520
2024-04-14,Celular,12,2136
2024-04-14,Capinha,19,92
2024-04-14,Cabo USB,17,38
2024-04-14,Carregador,4,107
2024-04-14,Película,16,34
2024-04-14,Capinha,11,81
2024-04-14,Relógio Smart,17,1464
2024-04-15,Película,1,30
2024-04-15,Película,14,24
2024-04-15,Caixa de Som,6,378
2024-04-15,Cabo USB,5,36
2024-04-15,Fone,1,275
2024-04-15,Película,8,38
2024-04-15,Capinha,4,80
2024-04-15,Cabo USB,17,28
2024-04-15,Relógio Smart,2,276
2024-04-15,Capinha,1,74
2024-04-15,Película,6,31
2024-04-16,Película,10,18
2024-04-16,Fone,11,102
2024-04-16,Relógio Smart,15,1001
2024-04-16,Relógio Smart,4,1340
2024-04-16,Celular,12,2487
2024-04-16,Caixa de Som,17,414
2024-04-16,Capinha,12,66
2024-04-16,Relógio Smart,13,1414
2024-04-16,Fone,14,61
2024-04-16,Carregador,6,43
2024-04-16,Cabo USB,10,75
2024-04-16,Cabo USB,13,40
2024-04-16,Capinha,9,66
2024-04-16,Fone,14,198
2024-04-16,Cabo USB,13,17
2024-04-16,Carregador,19,128
2024-04-17,Película,16,49
2024-04-17,Película,9,19
2024-04-17,Carregador,9,59
2024-04-17,Celular,14,2750
2024-04-17,Capinha,1,93
2024-04-17,Cabo USB,8,57
2024-04-18,Celular,16,2601
2024-04-18,Película,12,14
2024-04-18,Película,12,41
2024-04-18,Celular,8,2387
2024-04-18,Película,12,13
2024-04-18,Fone,19,282
2024-04-18,Celular,2,2065
2024-04-19,Caixa de Som,8,458
2024-04-19,Película,13,34
2024-04-19,Celular,1,2470
2024-04-19,Celular,8,1024
2024-04-19,Fone,5,177
2024-04-19,Celular,13,2668
2024-04-19,Capinha,13,45
2024-04-19,Carregador,13,140
2024-04-19,Película,4,23
2024-04-19,Celular,17,1233
2024-04-19,Celular,13,1495
2024-04-19,Fone,8,108
2024-04-19,Capinha,9,73
2024-04-19,Capinha,5,63
2024-04-19,Cabo USB,2,58
2024-04-20,Fone,14,226
2024-04-20,Fone,15,288
2024-04-20,Película,11,23
2024-04-20,Celular,18,1493
2024-04-20,Capinha,6,43
2024-04-20,Capinha,13,61
2024-04-20,Fone,16,293
2024-04-20,Capinha,2,45
2024-04-20,Fone,18,290
2024-04-20,Celular,9,1463
2024-04-20,Carregador,16,128
2024-04-20,Caixa de Som,6,492
2024-04-20,Carregador,19,135
2024-04-20,Película,8,15
2024-04-20,Fone,15,163
2024-04-20,Carregador,9,102
2024-04-20,Fone,12,216
2024-04-20,Película,15,27
2024-04-20,Película,17,25
2024-04-20,Celular,2,1622
2024-04-21,Fone,3,178
2024-04-21,Capinha,19,38
2024-04-21,Celular,19,1394
2024-04-21,Carregador,5,41
2024-04-21,Fone,7,66
2024-04-21,Celular,14,2061
2024-04-21,Fone,12,207
2024-04-21,Carregador,16,109
2024-04-21,Fone,17,219
2024-04-21,Celular,12,1693
2024-04-21,Fone,17,64
2024-04-21,Celular,7,1756
2024-04-21,Capinha,16,30
2024-04-21,Carregador,1,143
2024-04-21,Capinha,16,42
2024-04-21,Cabo USB,15,16
2024-04-21,Celular,2,1869
2024-04-21,Celular,16,1454
2024-04-21,Cabo USB,9,38
2024-04-21,Cabo USB,8,65
2024-04-21,Película,3,12
2024-04-21,Capinha,10,52
2024-04-21,Película,7,21
2024-04-21,Fone,3,57
2024-04-21,Película,4,13
2024-04-21,Cabo USB,15,73
2024-04-21,Celular,5,1217
2024-04-21,Caixa de Som,4,424
2024-04-21,Película,9,49
2024-04-22,Celular,13,2544
2024-04-22,Cabo USB,13,70
2024-04-22,Cabo USB,18,48
2024-04-22,Capinha,8,83
2024-04-22,Capinha,13,73
2024-04-22,Película,16,45
2024-04-22,Fone,6,192
2024-04-22,Relógio Smart,15,1213
2024-04-22,Celular,14,1400
2024-04-22,Película,9,25
2024-04-22,Carregador,19,147
2024-04-22,Capinha,4,51
2024-04-22,Cabo USB,7,78
2024-04-22,Película,15,32
2024-04-22,Capinha,3,35
2024-04-22,Fone,9,166
2024-04-22,Capinha,15,45
2024-04-22,Carregador,9,139
2024-04-23,Capinha,16,30
2024-04-23,Carregador,13,140
2024-04-23,Cabo USB,10,43
2024-04-23,Película,13,38
2024-04-23,Relógio Smart,16,1134
2024-04-23,Película,16,39
2024-04-23,Capinha,2,47
2024-04-23,Carregador,4,55
2024-04-23,Capinha,5,31
2024-04-23,Celular,1,2915
2024-04-23,Carregador,12,122
2024-04-23,Película,15,42
2024-04-23,Carregador,14,96
2024-04-24,Caixa de Som,5,208
2024-04-24,Cabo USB,9,44
2024-04-24,Carregador,12,76
2024-04-24,Celular,3,1154
2024-04-24,Película,18,15
2024-04-24,Cabo USB,7,78
2024-04-24,Carregador,11,99
2024-04-24,Carregador,13,112
2024-04-24,Cabo USB,18,63
2024-04-24,Fone,3,130
2024-04-24,Celular,8,2051
2024-04-25,Celular,7,2476
2024-04-25,Relógio Smart,16,1326
2024-04-25,Celular,4,2501
2024-04-25,Capinha,12,76
2024-04-25,Celular,2,1587
2024-04-25,Celular,11,2642
2024-04-25,Fone,10,270
2024-04-25,Fone,3,207
2024-04-25,Cabo USB,12,37
2024-04-25,Celular,1,1444
2024-04-25,Fone,7,188
2024-04-25,Carregador,1,94
2024-04-25,Relógio Smart,9,1266
2024-04-25,Cabo USB,5,48
2024-04-25,Película,10,11
2024-04-26,Cabo USB,17,56
2024-04-26,Cabo USB,10,75
2024-04-26,Relógio Smart,16,422
2024-04-26,Película,16,25
2024-04-26,Capinha,12,79
2024-04-26,Celular,10,2975
2024-04-26,Caixa de Som,10,202
2024-04-26,Celular,19,1541
2024-04-27,Fone,13,282
2024-04-27,Fone,9,78
2024-04-27,Cabo USB,15,53
2024-04-27,Celular,6,1974
2024-04-27,Celular,7,2968
2024-04-27,Cabo USB,15,46
2024-04-27,Película,2,47
2024-04-27,Cabo USB,3,67
2024-04-27,Carregador,7,58
2024-04-27,Carregador,9,135
2024-04-27,Caixa de Som,6,546
2024-04-27,Fone,14,277
2024-04-27,Celular,14,1873
2024-04-28,Carregador,8,106
2024-04-28,Fone,16,230
2024-04-28,Relógio Smart,2,1085
2024-04-28,Carregador,7,142
2024-04-28,Celular,4,1709
2024-04-28,Cabo USB,15,44
2024-04-28,Capinha,5,32
2024-04-28,Celular,16,1302
2024-04-28,Película,2,43
2024-04-28,Cabo USB,2,68
2024-04-28,Caixa de Som,8,118
2024-04-28,Fone,16,105
2024-04-28,Celular,13,1084
2024-04-28,Carregador,16,147
2024-04-28,Capinha,6,71
2024-04-28,Caixa de Som,9,542
2024-04-29,Fone,5,247
2024-04-29,Celular,16,2112
2024-04-29,Película,17,15
2024-04-29,Capinha,1,24
2024-04-29,Fone,7,159
2024-04-29,Celular,16,2675
2024-04-29,Cabo USB,11,37
2024-04-29,Película,2,33
2024-04-29,Película,9,44
2024-04-29,Carregador,3,69
2024-04-29,Fone,1,97
2024-04-29,Capinha,2,60
2024-04-29,Celular,8,2391
2024-04-29,Capinha,1,27
2024-04-29,Celular,19,2126
2024-04-30,Fone,15,217
2024-04-30,Película,12,37
2024-04-30,Película,2,33
2024-04-30,Cabo USB,2,51
2024-04-30,Capinha,12,79
2024-04-30,Fone,19,207
2024-04-30,Película,3,31
2024-04-30,Fone,7,131
2024-04-30,Celular,4,2157
2024-04-30,Película,5,48
2024-04-30,Película,13,32
2024-04-30,Capinha,19,33
2024-04-30,Fone,3,150
2024-04-30,Capinha,14,61
2024-04-30,Celular,16,1418
2024-04-30,Cabo USB,18,38
2024-05-01,Celular,10,1193
2024-05-01,Película,6,32
2024-05-01,Carregador,15,41
2024-05-01,Fone,15,161
2024-05-01,Capinha,14,27
2024-05-01,Caixa de Som,9,370
2024-05-01,Película,1,30
2024-05-01,Película,9,43
2024-05-01,Cabo USB,1,62
2024-05-02,Película,1,30
2024-05-02,Cabo USB,11,61
2024-05-02,Capinha,7,81
2024-05-02,Cabo USB,11,18
2024-05-02,Capinha,14,45
2024-05-02,Película,15,20
2024-05-02,Relógio Smart,12,836
2024-05-02,Celular,18,1815
2024-05-02,Película,19,20
2024-05-02,Capinha,18,99
2024-05-02,Cabo USB,4,36
2024-05-02,Carregador,12,102
2024-05-02,Celular,9,2699
2024-05-02,Cabo USB,15,61
2024-05-02,Celular,19,1706
2024-05-02,Relógio Smart,7,776
2024-05-02,Celular,19,1013
2024-05-02,Celular,7,1148
2024-05-03,Capinha,15,79
2024-05-03,Película,18,29
2024-05-03,Celular,10,2688
2024-05-03,Cabo USB,17,66
2024-05-03,Caixa de Som,11,309
2024-05-03,Celular,3,2892
2024-05-03,Película,17,33
2024-05-03,Capinha,6,97
2024-05-03,Película,18,11
2024-05-04,Fone,16,282
2024-05-04,Capinha,8,31
2024-05-04,Celular,14,2074
2024-05-04,Caixa de Som,10,205
2024-05-04,Celular,17,2986
2024-05-04,Fone,17,158
2024-05-04,Cabo USB,9,32
2024-05-04,Cabo USB,18,40
2024-05-04,Fone,5,64
2024-05-04,Fone,11,54
2024-05-04,Fone,3,236
2024-05-04,Fone,5,235
2024-05-04,Relógio Smart,13,332
2024-05-04,Capinha,9,99
2024-05-05,Película,8,38
2024-05-05,Celular,15,2245
2024-05-05,Celular,13,2625
2024-05-05,Celular,5,2369
2024-05-05,Película,3,35
2024-05-05,Relógio Smart,18,271
2024-05-05,Capinha,13,80
2024-05-05,Celular,14,2234
2024-05-05,Capinha,17,25
2024-05-05,Película,4,17
2024-05-05,Celular,18,1092
2024-05-05,Película,12,37
2024-05-05,Cabo USB,19,69
2024-05-05,Capinha,2,77
2024-05-05,Celular,5,2311
2024-05-06,Capinha,10,53
2024-05-06,Celular,19,2437
2024-05-06,Celular,18,1791
2024-05-06,Celular,3,1549
2024-05-06,Película,16,31
2024-05-06,Película,3,33
2024-05-06,Capinha,10,52
2024-05-06,Carregador,15,67
2024-05-06,Caixa de Som,7,479
2024-05-07,Película,2,11
2024-05-07,Carregador,19,105
2024-05-07,Fone,9,157
2024-05-07,Película,11,24
2024-05-07,Película,3,38
2024-05-07,Celular,8,1638
2024-05-07,Capinha,13,77
2024-05-07,Cabo USB,15,33
2024-05-07,Celular,14,2491
2024-05-07,Fone,4,266
2024-05-07,Celular,11,2132
2024-05-07,Película,7,43
2024-05-07,Carregador,4,71
2024-05-08,Fone,19,195
2024-05-08,Capinha,1,92
2024-05-08,Celular,16,2755
2024-05-08,Capinha,2,56
2024-05-08,Película,2,25
2024-05-08,Cabo USB,13,73
2024-05-08,Fone,8,178
2024-05-08,Relógio Smart,12,1021
2024-05-08,Capinha,9,32
2024-05-08,Fone,14,77
2024-05-08,Carregador,18,117
2024-05-09,Relógio Smart,1,409
2024-05-09,Celular,10,1039
2024-05-09,Carregador,18,121
2024-05-09,Fone,3,56
2024-05-09,Relógio Smart,9,1162
2024-05-09,Película,13,24
2024-05-09,Capinha,1,96
2024-05-09,Cabo USB,14,68
